survey_id,player_cas,player_build,player_live
1,True,False,True
2,False,True,True
3,False,True,False
4,True,True,True
5,True,True,True
6,True,False,True
7,False,True,False
8,False,True,True
9,True,True,True
10,False,True,True
11,True,False,False
12,False,True,True
13,True,True,True
14,True,False,True
15,True,False,True
16,True,False,False
17,True,True,True
18,False,False,True
19,False,True,False
20,False,True,False
21,False,True,False
22,True,True,True
23,False,False,True
24,False,True,False
25,False,True,True
26,False,False,True
27,True,True,True
28,True,True,True
29,False,True,True
30,False,True,True
31,True,False,True
32,True,True,True
33,False,True,True
34,False,False,True
35,False,True,False
36,True,False,True
37,False,True,True
38,False,True,True
39,True,True,True
40,False,True,True
41,False,False,True
42,False,False,True
43,False,True,True
44,True,True,True
45,True,True,True
46,True,True,True
47,False,True,False
48,True,False,False
49,False,False,True
50,True,True,False
51,False,True,True
52,False,True,False
53,False,False,True
54,True,True,True
55,True,True,False
56,True,False,False
57,True,True,True
58,False,True,True
59,False,True,True
60,True,True,True
61,True,True,False
62,True,True,True
63,True,True,False
64,False,True,False
65,True,True,False
66,True,True,True
67,False,False,True
68,False,False,True
69,False,True,True
70,True,True,True
71,True,True,True
72,False,True,False
73,True,True,True
74,False,False,True
75,False,True,True
76,False,True,False
77,True,True,False
78,True,False,True
79,False,True,True
80,False,True,True
81,True,False,False
82,False,True,True
83,False,True,False
84,False,False,True
85,True,True,True
86,False,False,True
87,False,True,True
88,False,True,True
89,True,True,True
90,False,False,True
91,False,False,True
92,False,True,True
93,True,True,True
94,True,True,False
95,True,True,True
96,True,True,True
97,True,False,True
98,True,False,True
99,True,True,False
100,False,True,True
101,False,True,False
102,False,True,True
103,True,False,True
104,True,False,False
105,False,False,True
106,False,False,True
107,False,True,True
108,False,True,False
109,True,True,False
110,False,False,True
111,True,True,True
112,False,True,False
113,False,True,True
114,False,True,True
115,False,True,False
116,False,False,True
117,True,True,True
118,True,True,False
119,True,True,False
120,False,True,True
121,False,True,True
122,True,True,True
123,False,True,True
124,True,True,False
125,False,False,True
126,True,True,False
127,True,True,False
128,True,True,False
129,False,False,True
130,True,False,False
131,True,False,True
132,False,True,True
133,False,True,True
134,False,False,True
135,False,False,True
136,True,True,False
137,False,True,True
138,False,False,True
139,True,True,True
140,True,True,True
141,False,True,True
142,True,True,True
143,False,True,False
144,False,True,True
145,True,True,True
146,False,False,True
147,False,True,True
148,True,False,True
149,True,False,True
150,False,True,True
151,True,True,True
152,False,True,True
153,True,False,True
154,True,True,False
155,True,True,False
156,False,False,True
157,False,False,True
158,True,False,True
159,False,True,True
160,False,True,True
161,False,False,True
162,True,True,False
163,True,True,True
164,True,True,False
165,False,True,True
166,False,True,True
167,True,False,True
168,True,True,True
169,False,False,True
170,False,False,True
171,True,True,False
172,False,True,False
173,False,True,False
174,False,True,False
175,True,True,True
176,False,True,False
177,False,True,False
178,True,False,True
179,False,False,True
180,True,False,False
181,False,False,True
182,False,False,True
183,False,False,True
184,False,True,True
185,False,False,True
186,True,True,True
187,False,False,True
188,False,True,True
189,True,False,True
190,True,True,True
191,True,False,True
192,False,False,True
193,True,False,True
194,True,True,False
195,False,False,True
196,False,True,True
197,False,False,True
198,True,True,False
199,False,False,True
200,False,True,True
201,True,True,True
202,False,True,False
203,False,False,True
204,False,True,True
205,False,True,False
206,False,False,True
207,True,False,False
208,False,False,True
209,False,True,False
210,True,True,True
211,False,True,True
212,False,False,True
213,False,False,True
214,True,False,True
215,False,True,True
216,False,True,False
217,False,True,True
218,False,True,True
219,True,True,True
220,False,True,False
221,False,True,True
222,False,True,True
223,True,True,True
224,True,True,True
225,False,True,True
226,False,False,True
227,True,False,True
228,False,True,False
229,False,True,True
230,True,True,True
231,False,True,True
232,False,True,True
233,True,False,True
234,True,True,True
235,True,True,False
236,False,False,True
237,True,False,False
238,True,True,False
239,False,True,True
240,False,True,False
241,True,True,True
242,True,True,False
243,True,True,False
244,True,True,True
245,False,False,True
246,True,False,True
247,True,True,True
248,False,False,True
249,True,True,True
250,False,True,True
251,True,True,True
252,True,True,True
253,True,True,False
254,False,True,False
255,True,False,False
256,True,True,False
257,False,True,False
258,True,True,True
259,True,False,True
260,False,True,False
261,True,False,False
262,True,True,True
263,True,False,True
264,False,True,True
265,False,False,True
266,True,False,True
267,True,False,False
268,True,False,True
269,False,True,False
270,False,True,True
271,True,False,True
272,True,False,True
273,False,True,True
274,False,True,True
275,True,True,False
276,True,True,True
277,False,False,True
278,True,False,True
279,False,False,True
280,True,False,True
281,True,True,True
282,True,False,True
283,False,True,True
284,False,True,True
285,False,True,True
286,True,False,True
